issue_key,issue_type,summary,epic_key,feature_key,sprint_number,created_date,updated_date,resolution_date,status,resolution,priority,original_estimate_points,final_estimate_points,time_spent_hours,assignee,reporter,has_acceptance_criteria,acceptance_criteria_added_after_start,requirements_changed_after_start,is_interrupt,has_external_dependency,days_blocked,number_of_reopens,labels,severity
PHOE-10096,Story,Implement Billing Service Microservice - Feature 1 functionality,MOD-103,MOD-103-F01,2,2024-01-16 00:00:00,2024-01-16 00:00:00,,To Do,,High,2.0,4.0,20,mark.smith,sarah.johnson,True,False,False,False,False,0,0,['modernization'],
PHOE-10097,Story,Implement Security Patches & Updates - Feature 1 functionality,BAU-402,BAU-402-F01,2,2024-01-20 00:00:00,2024-01-20 00:00:00,2024-01-25 00:00:00,Done,Fixed,Highest,8.0,8.0,15,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10098,Story,Implement Regional Localization - Feature 3 functionality,,,2,2024-01-26 00:00:00,2024-01-31 00:00:00,2024-01-28 00:00:00,Done,Fixed,Low,5.0,5.0,9,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10099,Story,Implement Billing Service Microservice - Feature 3 functionality,,,2,2024-01-23 00:00:00,2024-01-26 00:00:00,2024-01-27 00:00:00,Done,Fixed,Highest,2.0,4.0,27,tom.garcia,sarah.johnson,True,False,False,False,False,0,0,['modernization'],
PHOE-10100,Bug,Production Issue: UI rendering problem,,,2,2024-01-16 00:00:00,2024-01-19 00:00:00,2024-01-22 00:00:00,Done,Fixed,Medium,,,8,ana.lopez,alex.brown,False,False,False,False,False,0,1,"['qa-found', 'internal']",High
PHOE-10101,Bug,Production Issue: Data sync issue,TECH-303,,2,2024-01-22 00:00:00,2024-01-23 00:00:00,2024-01-29 00:00:00,Done,Fixed,Highest,,,8,mark.smith,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",Medium
PHOE-10102,Bug,Production Issue: Payment processing error,TECH-302,,2,2024-01-17 00:00:00,2024-01-19 00:00:00,2024-01-24 00:00:00,Done,Fixed,Highest,,,6,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-10103,Bug,Production Issue: Authentication failure,MOD-105,,2,2024-01-19 00:00:00,2024-01-20 00:00:00,2024-01-26 00:00:00,Done,Fixed,Highest,,,12,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-10104,Bug,Production Issue: Data sync issue,,,2,2024-01-15 00:00:00,2024-01-18 00:00:00,2024-01-20 00:00:00,Done,Fixed,Medium,,,12,mark.smith,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",High
PHOE-10105,Bug,Production Issue: UI rendering problem,MOD-102,,2,2024-01-19 00:00:00,2024-01-19 00:00:00,2024-01-24 00:00:00,Done,Fixed,Highest,,,9,ana.lopez,sarah.johnson,False,False,False,True,False,0,2,"['production', 'urgent']",High
PHOE-10106,Task,Research: Configure monitoring,BIZ-203,,2,2024-01-20 00:00:00,2024-01-21 00:00:00,2024-01-23 00:00:00,Done,Done,Medium,,,6,david.kumar,mark.smith,True,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10107,Task,Research: Update deployment pipeline,BIZ-204,,2,2024-01-16 00:00:00,2024-01-18 00:00:00,2024-01-23 00:00:00,Done,,Medium,,,6,jordan.davis,rachel.wilson,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10108,Task,Documentation: Research new framework,BIZ-201,,2,2024-01-23 00:00:00,2024-01-24 00:00:00,2024-01-24 00:00:00,Done,,Low,,,8,david.kumar,sarah.johnson,False,False,False,False,True,0,0,"['documentation', 'technical']",
PHOE-10109,Task,Configuration: Configure monitoring,,,2,2024-01-22 00:00:00,2024-01-24 00:00:00,2024-01-30 00:00:00,Done,Done,Medium,,,7,lisa.chen,mark.smith,False,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10110,Task,Configuration: Research new framework,TECH-303,,2,2024-01-15 00:00:00,2024-01-15 00:00:00,2024-01-21 00:00:00,In Progress,Done,Low,,,8,alex.brown,mark.smith,False,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10111,Task,DevOps: Update deployment pipeline,BIZ-202,,2,2024-01-17 00:00:00,2024-01-19 00:00:00,2024-01-23 00:00:00,Done,Done,Low,,,7,alex.brown,sarah.johnson,True,False,False,False,True,0,0,"['devops', 'technical']",
PHOE-10112,Task,Configuration: Research new framework,MOD-104,,2,2024-01-27 00:00:00,2024-01-29 00:00:00,2024-01-30 00:00:00,Done,,Low,,,3,ana.lopez,rachel.wilson,False,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10113,Task,Configuration: Configure monitoring,BAU-403,,2,2024-01-23 00:00:00,2024-01-25 00:00:00,2024-01-28 00:00:00,Done,,Low,,,6,sam.miller,sarah.johnson,False,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10114,Task,DevOps: Research new framework,BAU-401,,2,2024-01-24 00:00:00,2024-01-26 00:00:00,2024-01-28 00:00:00,In Progress,Done,Low,,,3,alex.brown,rachel.wilson,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10115,Task,Documentation: Configure monitoring,TECH-304,,2,2024-01-17 00:00:00,2024-01-19 00:00:00,2024-01-19 00:00:00,Done,Done,Low,,,7,lisa.chen,mark.smith,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10116,Task,Documentation: Configure monitoring,,,2,2024-01-28 00:00:00,2024-01-30 00:00:00,2024-01-31 00:00:00,In Progress,Done,Low,,,8,alex.brown,mark.smith,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10117,Task,Configuration: Research new framework,BAU-402,,2,2024-01-23 00:00:00,2024-01-25 00:00:00,2024-01-28 00:00:00,In Progress,Done,Medium,,,5,alex.brown,mark.smith,True,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10118,Task,Configuration: Research new framework,,,2,2024-01-27 00:00:00,2024-01-29 00:00:00,2024-02-04 00:00:00,Done,Done,Low,,,5,rachel.wilson,sarah.johnson,False,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10119,Task,Documentation: Research new framework,,,2,2024-01-28 00:00:00,2024-01-28 00:00:00,2024-02-02 00:00:00,Done,Done,Low,,,2,tom.garcia,mark.smith,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10120,Task,Research: Configure monitoring,TECH-303,,2,2024-01-18 00:00:00,2024-01-20 00:00:00,2024-01-23 00:00:00,Done,Done,Low,,,4,david.kumar,sarah.johnson,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10121,Story,Implement Legacy Platform Maintenance - Feature 4 functionality,BAU-400,BAU-400-F04,3,2024-02-03 00:00:00,2024-02-04 00:00:00,2024-02-11 00:00:00,Done,Fixed,Medium,1.0,3.0,24,mark.smith,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10122,Story,Implement Customer Dashboard v2 - Feature 7 functionality,,,3,2024-02-06 00:00:00,2024-02-09 00:00:00,,In Progress,,High,2.0,2.0,9,james.taylor,sarah.johnson,False,False,True,True,False,0,2,"['bau', 'maintenance']",
PHOE-10123,Story,Implement Kubernetes Migration - Feature 1 functionality,TECH-300,TECH-300-F01,3,2024-02-05 00:00:00,2024-02-10 00:00:00,2024-02-07 00:00:00,Done,Fixed,Low,2.0,7.0,20,mark.smith,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10124,Story,Implement Mobile App Feature Parity - Feature 5 functionality,BIZ-201,BIZ-201-F05,3,2024-01-31 00:00:00,2024-02-01 00:00:00,2024-02-11 00:00:00,Done,Fixed,Low,5.0,5.0,24,mark.smith,sarah.johnson,True,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10125,Story,Implement Customer Support Portal - Feature 1 functionality,,,3,2024-02-03 00:00:00,2024-02-06 00:00:00,2024-02-11 00:00:00,Done,Fixed,Medium,3.0,4.0,11,mark.smith,sarah.johnson,True,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10126,Story,Implement Legacy Data Migration - Feature 2 functionality,,,3,2024-02-05 00:00:00,2024-02-09 00:00:00,,In Progress,,Low,5.0,10.0,16,david.kumar,sarah.johnson,True,False,True,False,False,0,1,['modernization'],
PHOE-10127,Story,Implement Legacy Data Migration - Feature 6 functionality,MOD-107,MOD-107-F06,3,2024-01-31 00:00:00,2024-01-31 00:00:00,2024-02-09 00:00:00,Done,Fixed,Low,2.0,7.0,12,mark.smith,sarah.johnson,True,False,False,True,True,0,0,['modernization'],
PHOE-10128,Story,Implement CI/CD Pipeline Optimization - Feature 2 functionality,TECH-301,TECH-301-F02,3,2024-02-09 00:00:00,2024-02-09 00:00:00,2024-02-15 00:00:00,Done,Fixed,Low,2.0,2.0,6,david.kumar,sarah.johnson,True,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10129,Story,Implement Legacy Platform Maintenance - Feature 6 functionality,BAU-400,BAU-400-F06,3,2024-02-03 00:00:00,2024-02-08 00:00:00,2024-02-14 00:00:00,Done,Fixed,Medium,5.0,5.0,11,tom.garcia,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10130,Story,Implement Customer Dashboard v2 - Feature 5 functionality,BIZ-202,BIZ-202-F05,3,2024-02-11 00:00:00,2024-02-13 00:00:00,2024-02-15 00:00:00,Done,Fixed,High,8.0,8.0,21,mark.smith,sarah.johnson,True,False,False,False,False,0,3,"['bau', 'maintenance']",
PHOE-10131,Story,Implement OAuth 2.0 Integration - Feature 1 functionality,MOD-101,MOD-101-F01,3,2024-02-01 00:00:00,2024-02-02 00:00:00,2024-02-02 00:00:00,Done,Fixed,High,13.0,14.0,7,mark.smith,sarah.johnson,True,True,False,True,True,0,0,['modernization'],
PHOE-10132,Story,Implement CI/CD Pipeline Optimization - Feature 5 functionality,TECH-301,TECH-301-F05,3,2024-02-07 00:00:00,2024-02-11 00:00:00,2024-02-12 00:00:00,Done,Fixed,High,3.0,5.0,31,mark.smith,sarah.johnson,True,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10133,Story,Implement Performance Monitoring - Feature 8 functionality,TECH-303,TECH-303-F08,3,2024-02-10 00:00:00,2024-02-15 00:00:00,,In Progress,,High,3.0,3.0,14,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10134,Story,Implement Legacy Data Migration - Feature 2 functionality,MOD-107,MOD-107-F02,3,2024-02-04 00:00:00,2024-02-07 00:00:00,2024-02-08 00:00:00,Done,Fixed,Highest,5.0,6.0,8,mark.smith,sarah.johnson,True,False,False,False,False,0,0,['modernization'],
PHOE-10135,Story,Implement Security Patches & Updates - Feature 8 functionality,BAU-402,BAU-402-F08,3,2024-02-01 00:00:00,2024-02-04 00:00:00,2024-02-13 00:00:00,Done,Fixed,High,1.0,1.0,17,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10136,Story,Implement Security Patches & Updates - Feature 5 functionality,BAU-402,BAU-402-F05,3,2024-02-06 00:00:00,2024-02-08 00:00:00,,To Do,,Low,5.0,5.0,1,ana.lopez,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10137,Story,Implement Legacy Platform Maintenance - Feature 5 functionality,BAU-400,BAU-400-F05,3,2024-02-02 00:00:00,2024-02-05 00:00:00,2024-02-13 00:00:00,Done,Fixed,Low,2.0,2.0,33,mark.smith,sarah.johnson,True,True,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10138,Story,Implement Customer Issue Resolutions - Feature 3 functionality,BAU-403,BAU-403-F03,3,2024-01-31 00:00:00,2024-01-31 00:00:00,,Ready for QA,,Low,1.0,1.0,4,mark.smith,sarah.johnson,False,False,False,False,False,0,3,"['bau', 'maintenance']",
PHOE-10139,Story,Implement Performance Monitoring - Feature 6 functionality,TECH-303,TECH-303-F06,3,2024-01-29 00:00:00,2024-01-29 00:00:00,2024-02-07 00:00:00,Done,Fixed,Medium,5.0,6.0,38,mark.smith,sarah.johnson,True,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10140,Story,Implement Mobile App Feature Parity - Feature 1 functionality,BIZ-201,BIZ-201-F01,3,2024-01-30 00:00:00,2024-02-02 00:00:00,,Code Review,,Low,13.0,13.0,18,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10141,Story,Implement Payment Gateway Integration - Feature 2 functionality,MOD-104,MOD-104-F02,3,2024-02-08 00:00:00,2024-02-08 00:00:00,2024-02-09 00:00:00,Done,Fixed,Low,5.0,5.0,31,tom.garcia,sarah.johnson,False,False,False,True,False,0,0,['modernization'],
PHOE-10142,Story,Implement Single Sign-On Implementation - Feature 3 functionality,,,3,2024-02-01 00:00:00,2024-02-02 00:00:00,,To Do,,Medium,5.0,5.0,0,david.kumar,sarah.johnson,True,False,False,False,False,0,0,['modernization'],
PHOE-10143,Story,Implement Database Optimization - Feature 4 functionality,TECH-304,TECH-304-F04,3,2024-01-30 00:00:00,2024-02-04 00:00:00,2024-02-11 00:00:00,Done,Fixed,Highest,5.0,8.0,36,mark.smith,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10144,Story,Implement Payment Gateway Integration - Feature 1 functionality,MOD-104,MOD-104-F01,3,2024-02-03 00:00:00,2024-02-05 00:00:00,2024-02-11 00:00:00,Done,Fixed,Low,3.0,3.0,31,mark.smith,sarah.johnson,True,False,False,False,True,0,0,['modernization'],
PHOE-10145,Story,Implement Kubernetes Migration - Feature 4 functionality,TECH-300,TECH-300-F04,3,2024-02-10 00:00:00,2024-02-12 00:00:00,,In Progress,,Low,5.0,7.0,11,mark.smith,sarah.johnson,True,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10146,Story,Implement Legacy Platform Maintenance - Feature 3 functionality,BAU-400,BAU-400-F03,3,2024-01-30 00:00:00,2024-01-30 00:00:00,2024-02-06 00:00:00,Done,Fixed,High,13.0,18.0,40,mark.smith,sarah.johnson,True,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10147,Story,Implement Customer Support Portal - Feature 1 functionality,BIZ-205,BIZ-205-F01,3,2024-02-05 00:00:00,2024-02-09 00:00:00,2024-02-10 00:00:00,Done,Fixed,High,3.0,3.0,33,james.taylor,sarah.johnson,True,True,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10148,Story,Implement Performance Monitoring - Feature 8 functionality,TECH-303,TECH-303-F08,3,2024-02-10 00:00:00,2024-02-12 00:00:00,2024-02-22 00:00:00,Done,Fixed,High,13.0,13.0,29,mark.smith,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10149,Story,Implement Usage Analytics Enhancement - Feature 3 functionality,,,3,2024-02-03 00:00:00,2024-02-07 00:00:00,2024-02-12 00:00:00,Done,Fixed,Highest,1.0,3.0,33,mark.smith,sarah.johnson,True,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10150,Story,Implement Billing Service Microservice - Feature 4 functionality,,,3,2024-02-11 00:00:00,2024-02-14 00:00:00,2024-02-22 00:00:00,Done,Fixed,Low,2.0,2.0,8,mark.smith,sarah.johnson,False,False,False,False,False,0,0,['modernization'],
PHOE-10151,Story,Implement Legacy Platform Maintenance - Feature 6 functionality,,,3,2024-02-06 00:00:00,2024-02-07 00:00:00,,In QA,,Highest,8.0,8.0,18,ana.lopez,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10152,Story,Implement Third-party Integration Updates - Feature 1 functionality,BAU-401,BAU-401-F01,3,2024-01-30 00:00:00,2024-02-02 00:00:00,2024-02-03 00:00:00,Done,Fixed,Low,8.0,8.0,36,mark.smith,sarah.johnson,True,True,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10153,Story,Implement Payment Gateway Integration - Feature 3 functionality,,,3,2024-01-30 00:00:00,2024-01-30 00:00:00,2024-02-07 00:00:00,Done,Fixed,Low,3.0,3.0,32,mark.smith,sarah.johnson,False,False,False,False,False,0,2,['modernization'],
PHOE-10154,Story,Implement Customer Data Platform - Feature 4 functionality,,,3,2024-02-08 00:00:00,2024-02-11 00:00:00,2024-02-17 00:00:00,Done,Fixed,High,8.0,8.0,29,mark.smith,sarah.johnson,False,False,True,False,False,0,0,['modernization'],
PHOE-10155,Story,Implement Mobile App Feature Parity - Feature 6 functionality,BIZ-201,BIZ-201-F06,3,2024-02-05 00:00:00,2024-02-09 00:00:00,,Blocked,,High,2.0,2.0,11,mark.smith,sarah.johnson,True,False,False,False,True,7,0,"['bau', 'maintenance']",
PHOE-10156,Story,Implement CI/CD Pipeline Optimization - Feature 4 functionality,TECH-301,TECH-301-F04,3,2024-02-07 00:00:00,2024-02-12 00:00:00,,To Do,,High,3.0,5.0,10,david.kumar,sarah.johnson,True,True,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10157,Story,Implement Database Optimization - Feature 2 functionality,TECH-304,TECH-304-F02,3,2024-02-04 00:00:00,2024-02-06 00:00:00,,In Progress,,High,5.0,5.0,5,james.taylor,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10158,Story,Implement User Authentication Microservice - Feature 3 functionality,,,3,2024-02-05 00:00:00,2024-02-08 00:00:00,2024-02-12 00:00:00,Done,Fixed,High,8.0,13.0,9,james.taylor,sarah.johnson,True,False,False,False,True,0,1,['modernization'],
PHOE-10159,Story,Implement Kubernetes Migration - Feature 2 functionality,TECH-300,TECH-300-F02,3,2024-01-31 00:00:00,2024-02-04 00:00:00,2024-02-02 00:00:00,Done,Fixed,Medium,5.0,5.0,38,mark.smith,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10160,Story,Implement Legacy Platform Maintenance - Feature 7 functionality,BAU-400,BAU-400-F07,3,2024-01-30 00:00:00,2024-01-30 00:00:00,2024-02-01 00:00:00,Done,Fixed,High,1.0,1.0,17,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10161,Story,Implement Legacy Platform Maintenance - Feature 8 functionality,,,3,2024-01-31 00:00:00,2024-02-05 00:00:00,2024-02-10 00:00:00,Done,Fixed,Medium,1.0,1.0,22,ana.lopez,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10162,Story,Implement Customer Data Platform - Feature 1 functionality,,,3,2024-01-31 00:00:00,2024-02-05 00:00:00,,In QA,,Low,3.0,5.0,15,tom.garcia,sarah.johnson,False,True,False,False,False,0,0,['modernization'],
PHOE-10163,Story,Implement Payment Gateway Integration - Feature 1 functionality,,,3,2024-02-08 00:00:00,2024-02-08 00:00:00,2024-02-16 00:00:00,Done,Fixed,Highest,3.0,6.0,33,mark.smith,sarah.johnson,False,False,False,False,False,0,0,['modernization'],
PHOE-10164,Story,Implement Database Optimization - Feature 4 functionality,,,3,2024-02-01 00:00:00,2024-02-03 00:00:00,2024-02-04 00:00:00,Done,Fixed,Highest,3.0,6.0,6,james.taylor,sarah.johnson,False,True,False,False,False,0,1,"['bau', 'maintenance']",
PHOE-10165,Story,Implement Third-party Integration Updates - Feature 3 functionality,,,3,2024-02-05 00:00:00,2024-02-07 00:00:00,2024-02-10 00:00:00,Done,Fixed,Medium,2.0,5.0,9,mark.smith,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10166,Story,Implement CI/CD Pipeline Optimization - Feature 2 functionality,TECH-301,TECH-301-F02,3,2024-02-09 00:00:00,2024-02-09 00:00:00,2024-02-12 00:00:00,Done,Fixed,Highest,1.0,1.0,25,james.taylor,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10167,Story,Implement Customer Dashboard v2 - Feature 6 functionality,,,3,2024-02-04 00:00:00,2024-02-04 00:00:00,2024-02-07 00:00:00,Done,Fixed,Highest,3.0,5.0,14,tom.garcia,sarah.johnson,True,False,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10168,Story,Implement Legacy Platform Maintenance - Feature 4 functionality,,,3,2024-02-07 00:00:00,2024-02-10 00:00:00,2024-02-19 00:00:00,Done,Fixed,Medium,1.0,1.0,12,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10169,Story,Implement Kubernetes Migration - Feature 1 functionality,TECH-300,TECH-300-F01,3,2024-02-10 00:00:00,2024-02-15 00:00:00,2024-02-14 00:00:00,Done,Fixed,Highest,3.0,3.0,19,ana.lopez,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10170,Story,Implement User Authentication Microservice - Feature 4 functionality,MOD-100,MOD-100-F04,3,2024-02-03 00:00:00,2024-02-03 00:00:00,2024-02-06 00:00:00,Done,Fixed,Highest,13.0,13.0,4,david.kumar,sarah.johnson,False,False,True,False,True,0,0,['modernization'],
PHOE-10171,Story,Implement Customer Issue Resolutions - Feature 7 functionality,BAU-403,BAU-403-F07,3,2024-02-02 00:00:00,2024-02-02 00:00:00,2024-02-12 00:00:00,Done,Fixed,Medium,5.0,5.0,9,mark.smith,sarah.johnson,True,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10172,Story,Implement Database Optimization - Feature 3 functionality,,,3,2024-02-07 00:00:00,2024-02-07 00:00:00,2024-02-11 00:00:00,Done,Fixed,Low,1.0,1.0,11,mark.smith,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10173,Story,Implement Q2 Marketing Campaign Support - Feature 4 functionality,BIZ-200,BIZ-200-F04,3,2024-01-30 00:00:00,2024-02-04 00:00:00,2024-02-02 00:00:00,Done,Fixed,Highest,5.0,8.0,5,ana.lopez,sarah.johnson,True,False,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10174,Story,Implement Payment Gateway Integration - Feature 1 functionality,MOD-104,MOD-104-F01,3,2024-02-05 00:00:00,2024-02-06 00:00:00,2024-02-07 00:00:00,Done,Fixed,Highest,13.0,13.0,6,david.kumar,sarah.johnson,True,False,True,False,True,0,0,['modernization'],
PHOE-10175,Story,Implement Legacy Data Migration - Feature 6 functionality,,,3,2024-01-31 00:00:00,2024-01-31 00:00:00,2024-02-12 00:00:00,Done,Fixed,Medium,5.0,5.0,11,mark.smith,sarah.johnson,False,False,False,False,True,0,0,['modernization'],
PHOE-10176,Story,Implement Single Sign-On Implementation - Feature 4 functionality,MOD-102,MOD-102-F04,3,2024-02-04 00:00:00,2024-02-06 00:00:00,2024-02-05 00:00:00,Done,Fixed,Medium,3.0,3.0,19,mark.smith,sarah.johnson,True,False,False,False,False,0,0,['modernization'],
